4
1 0.000000 -5.000000 0.000000 0.000000
1 -1000.000000 0.000000 -1000.000000 1000.000000 0.000000 -1000.000000 1000.000000 0.000000 1000.000000 -1000.000000 0.000000 1000.000000 1
400 21.000000 1.000000 -85.000000 0.000000
0 -6.000000 18.000000 -10.000000 3.000000 20
0 -6.000000 18.000000 -7.000000 3.000000 20
0 -6.000000 18.000000 -4.000000 3.000000 20
0 -6.000000 18.000000 -1.000000 3.000000 20
0 -6.000000 18.000000 2.000000 3.000000 20
0 -6.000000 18.000000 5.000000 3.000000 20
0 -6.000000 18.000000 8.000000 3.000000 20
0 -6.000000 18.000000 11.000000 3.000000 20
0 -3.000000 18.000000 11.000000 3.000000 20
0 0.000000 3.000000 -10.000000 3.000000 25
0 0.000000 6.000000 -10.000000 3.000000 25
0 0.000000 9.000000 -10.000000 3.000000 25
0 9.000000 3.000000 8.000000 3.000000 16
0 9.000000 6.000000 8.000000 3.000000 16
0 9.000000 9.000000 8.000000 3.000000 16
0 9.000000 12.000000 8.000000 3.000000 13
0 12.000000 12.000000 8.000000 3.000000 3
0 12.000000 9.000000 8.000000 3.000000 3
0 12.000000 6.000000 8.000000 3.000000 3
0 12.000000 3.000000 8.000000 3.000000 3
0 6.000000 3.000000 8.000000 3.000000 3
0 6.000000 6.000000 8.000000 3.000000 3
0 6.000000 9.000000 8.000000 3.000000 3
0 6.000000 12.000000 8.000000 3.000000 3
0 3.000000 12.000000 8.000000 3.000000 3
0 3.000000 9.000000 8.000000 3.000000 3
0 3.000000 6.000000 8.000000 3.000000 3
0 3.000000 3.000000 8.000000 3.000000 3
0 0.000000 3.000000 8.000000 3.000000 3
0 0.000000 6.000000 8.000000 3.000000 3
0 0.000000 9.000000 8.000000 3.000000 3
0 0.000000 12.000000 8.000000 3.000000 3
0 12.000000 15.000000 11.000000 3.000000 20
0 9.000000 15.000000 11.000000 3.000000 20
0 6.000000 15.000000 11.000000 3.000000 20
0 3.000000 15.000000 11.000000 3.000000 20
0 0.000000 15.000000 11.000000 3.000000 20
0 0.000000 18.000000 11.000000 3.000000 20
0 3.000000 18.000000 11.000000 3.000000 20
0 6.000000 18.000000 11.000000 3.000000 20
0 9.000000 18.000000 11.000000 3.000000 20
0 12.000000 18.000000 11.000000 3.000000 20
0 9.000000 0.000000 11.000000 3.000000 22
0 -3.000000 18.000000 8.000000 3.000000 17
0 -3.000000 18.000000 5.000000 3.000000 17
0 -3.000000 18.000000 2.000000 3.000000 17
0 -3.000000 18.000000 -1.000000 3.000000 17
0 -3.000000 18.000000 -4.000000 3.000000 17
0 -3.000000 18.000000 -7.000000 3.000000 17
0 -3.000000 18.000000 -10.000000 3.000000 17
0 -3.000000 18.000000 -13.000000 3.000000 17
0 0.000000 18.000000 -13.000000 3.000000 17
0 3.000000 18.000000 -13.000000 3.000000 17
0 6.000000 18.000000 -13.000000 3.000000 17
0 9.000000 18.000000 -13.000000 3.000000 17
0 12.000000 18.000000 -13.000000 3.000000 17
0 15.000000 18.000000 -13.000000 3.000000 17
0 15.000000 18.000000 -10.000000 3.000000 17
0 15.000000 18.000000 -7.000000 3.000000 17
0 15.000000 18.000000 -4.000000 3.000000 17
0 15.000000 18.000000 -1.000000 3.000000 17
0 15.000000 18.000000 2.000000 3.000000 17
0 15.000000 18.000000 5.000000 3.000000 17
0 15.000000 18.000000 8.000000 3.000000 17
0 12.000000 18.000000 8.000000 3.000000 17
0 9.000000 18.000000 8.000000 3.000000 17
0 6.000000 18.000000 8.000000 3.000000 17
0 3.000000 18.000000 8.000000 3.000000 17
0 0.000000 18.000000 8.000000 3.000000 17
0 0.000000 18.000000 5.000000 3.000000 17
0 0.000000 18.000000 2.000000 3.000000 17
0 0.000000 18.000000 -1.000000 3.000000 17
0 0.000000 18.000000 -4.000000 3.000000 17
0 0.000000 18.000000 -7.000000 3.000000 17
0 0.000000 18.000000 -10.000000 3.000000 17
0 3.000000 18.000000 -10.000000 3.000000 17
0 6.000000 18.000000 -10.000000 3.000000 17
0 9.000000 18.000000 -10.000000 3.000000 17
0 12.000000 18.000000 -10.000000 3.000000 17
0 12.000000 18.000000 -7.000000 3.000000 17
0 12.000000 18.000000 -4.000000 3.000000 17
0 12.000000 18.000000 -1.000000 3.000000 17
0 12.000000 18.000000 2.000000 3.000000 17
0 12.000000 18.000000 5.000000 3.000000 17
0 9.000000 18.000000 5.000000 3.000000 17
0 6.000000 18.000000 5.000000 3.000000 17
0 3.000000 18.000000 5.000000 3.000000 17
0 3.000000 18.000000 2.000000 3.000000 17
0 3.000000 18.000000 -1.000000 3.000000 17
0 3.000000 18.000000 -4.000000 3.000000 17
0 6.000000 18.000000 -4.000000 3.000000 17
0 6.000000 18.000000 -7.000000 3.000000 17
0 3.000000 18.000000 -7.000000 3.000000 17
0 9.000000 18.000000 -7.000000 3.000000 17
0 9.000000 18.000000 -4.000000 3.000000 17
0 9.000000 18.000000 -1.000000 3.000000 17
0 9.000000 18.000000 2.000000 3.000000 17
0 6.000000 18.000000 2.000000 3.000000 17
0 6.000000 18.000000 -1.000000 3.000000 17
0 -3.000000 21.000000 -13.000000 3.000000 17
0 -3.000000 21.000000 -10.000000 3.000000 17
0 -3.000000 21.000000 -7.000000 3.000000 17
0 -3.000000 21.000000 -4.000000 3.000000 17
0 -3.000000 21.000000 -1.000000 3.000000 17
0 -3.000000 21.000000 2.000000 3.000000 17
0 -3.000000 21.000000 5.000000 3.000000 17
0 -3.000000 21.000000 8.000000 3.000000 17
0 0.000000 21.000000 8.000000 3.000000 17
0 0.000000 21.000000 5.000000 3.000000 17
0 0.000000 21.000000 2.000000 3.000000 17
0 0.000000 21.000000 -1.000000 3.000000 17
0 0.000000 21.000000 -4.000000 3.000000 17
0 0.000000 21.000000 -7.000000 3.000000 17
0 0.000000 21.000000 -10.000000 3.000000 17
0 0.000000 21.000000 -13.000000 3.000000 17
0 3.000000 21.000000 -13.000000 3.000000 17
0 3.000000 21.000000 -10.000000 3.000000 17
0 3.000000 21.000000 -7.000000 3.000000 17
0 3.000000 21.000000 -4.000000 3.000000 17
0 3.000000 21.000000 -1.000000 3.000000 17
0 3.000000 21.000000 2.000000 3.000000 17
0 3.000000 21.000000 5.000000 3.000000 17
0 3.000000 21.000000 8.000000 3.000000 17
0 6.000000 21.000000 8.000000 3.000000 17
0 6.000000 21.000000 5.000000 3.000000 17
0 6.000000 21.000000 2.000000 3.000000 17
0 6.000000 21.000000 -1.000000 3.000000 17
0 6.000000 21.000000 -4.000000 3.000000 17
0 6.000000 21.000000 -7.000000 3.000000 17
0 6.000000 21.000000 -10.000000 3.000000 17
0 6.000000 21.000000 -13.000000 3.000000 17
0 9.000000 21.000000 -13.000000 3.000000 17
0 9.000000 21.000000 -10.000000 3.000000 17
0 9.000000 21.000000 -7.000000 3.000000 17
0 9.000000 21.000000 -4.000000 3.000000 17
0 9.000000 21.000000 -1.000000 3.000000 17
0 9.000000 21.000000 2.000000 3.000000 17
0 9.000000 21.000000 5.000000 3.000000 17
0 9.000000 21.000000 8.000000 3.000000 17
0 12.000000 21.000000 8.000000 3.000000 17
0 12.000000 21.000000 5.000000 3.000000 17
0 12.000000 21.000000 2.000000 3.000000 17
0 12.000000 21.000000 -1.000000 3.000000 17
0 12.000000 21.000000 -4.000000 3.000000 17
0 12.000000 21.000000 -7.000000 3.000000 17
0 12.000000 21.000000 -10.000000 3.000000 17
0 12.000000 21.000000 -13.000000 3.000000 17
0 15.000000 21.000000 -13.000000 3.000000 17
0 15.000000 21.000000 -10.000000 3.000000 17
0 15.000000 21.000000 -7.000000 3.000000 17
0 15.000000 21.000000 -4.000000 3.000000 17
0 15.000000 21.000000 -1.000000 3.000000 17
0 15.000000 21.000000 2.000000 3.000000 17
0 15.000000 21.000000 5.000000 3.000000 17
0 15.000000 21.000000 8.000000 3.000000 17
173 -1.000000 0.000000 -85.000000 0.000000
0 0.000000 0.000000 -10.000000 3.000000 0
0 -3.000000 0.000000 -10.000000 3.000000 0
0 -3.000000 0.000000 -7.000000 3.000000 0
0 -3.000000 0.000000 -4.000000 3.000000 0
0 -3.000000 0.000000 -1.000000 3.000000 0
0 -3.000000 0.000000 2.000000 3.000000 0
0 -3.000000 0.000000 5.000000 3.000000 0
0 0.000000 0.000000 5.000000 3.000000 0
0 0.000000 0.000000 2.000000 3.000000 0
0 0.000000 0.000000 -1.000000 3.000000 0
0 0.000000 0.000000 -4.000000 3.000000 0
0 0.000000 0.000000 -7.000000 3.000000 0
0 3.000000 0.000000 -7.000000 3.000000 0
0 3.000000 0.000000 -10.000000 3.000000 0
0 6.000000 0.000000 -10.000000 3.000000 0
0 9.000000 0.000000 -10.000000 3.000000 0
0 9.000000 0.000000 -7.000000 3.000000 0
0 6.000000 0.000000 -7.000000 3.000000 0
0 6.000000 0.000000 -4.000000 3.000000 0
0 3.000000 0.000000 -4.000000 3.000000 0
0 3.000000 0.000000 -1.000000 3.000000 0
0 3.000000 0.000000 2.000000 3.000000 0
0 3.000000 0.000000 5.000000 3.000000 0
0 6.000000 0.000000 5.000000 3.000000 0
0 6.000000 0.000000 2.000000 3.000000 0
0 6.000000 0.000000 -1.000000 3.000000 0
0 9.000000 0.000000 -1.000000 3.000000 0
0 9.000000 0.000000 -4.000000 3.000000 0
0 9.000000 0.000000 2.000000 3.000000 0
0 9.000000 0.000000 5.000000 3.000000 0
0 9.000000 3.000000 5.000000 3.000000 9
0 9.000000 3.000000 2.000000 3.000000 9
0 9.000000 3.000000 -1.000000 3.000000 9
0 9.000000 3.000000 -4.000000 3.000000 9
0 9.000000 3.000000 -7.000000 3.000000 9
0 9.000000 3.000000 -10.000000 3.000000 9
0 6.000000 3.000000 -10.000000 3.000000 9
0 3.000000 3.000000 -10.000000 3.000000 9
0 0.000000 3.000000 -10.000000 3.000000 9
0 -3.000000 3.000000 -10.000000 3.000000 9
0 -3.000000 3.000000 -7.000000 3.000000 9
0 0.000000 3.000000 -7.000000 3.000000 9
0 3.000000 3.000000 -7.000000 3.000000 9
0 6.000000 3.000000 -7.000000 3.000000 9
0 6.000000 3.000000 -4.000000 3.000000 9
0 3.000000 3.000000 -4.000000 3.000000 9
0 0.000000 3.000000 -4.000000 3.000000 9
0 -3.000000 3.000000 -4.000000 3.000000 9
0 -3.000000 3.000000 -1.000000 3.000000 9
0 0.000000 3.000000 -1.000000 3.000000 9
0 3.000000 3.000000 -1.000000 3.000000 9
0 6.000000 3.000000 -1.000000 3.000000 9
0 6.000000 3.000000 2.000000 3.000000 9
0 6.000000 3.000000 5.000000 3.000000 9
0 3.000000 3.000000 5.000000 3.000000 9
0 3.000000 3.000000 2.000000 3.000000 9
0 0.000000 3.000000 2.000000 3.000000 9
0 0.000000 3.000000 5.000000 3.000000 9
0 -3.000000 3.000000 5.000000 3.000000 9
0 -3.000000 3.000000 2.000000 3.000000 9
0 -3.000000 6.000000 -10.000000 3.000000 9
0 -3.000000 9.000000 -10.000000 3.000000 9
0 -3.000000 12.000000 -10.000000 3.000000 9
0 0.000000 12.000000 -10.000000 3.000000 9
0 3.000000 12.000000 -10.000000 3.000000 9
0 6.000000 12.000000 -10.000000 3.000000 9
0 9.000000 12.000000 -10.000000 3.000000 9
0 9.000000 9.000000 -10.000000 3.000000 9
0 9.000000 6.000000 -10.000000 3.000000 9
0 9.000000 6.000000 -7.000000 3.000000 9
0 9.000000 6.000000 -4.000000 3.000000 9
0 9.000000 6.000000 -1.000000 3.000000 9
0 9.000000 6.000000 2.000000 3.000000 9
0 9.000000 6.000000 5.000000 3.000000 9
0 9.000000 9.000000 5.000000 3.000000 9
0 9.000000 12.000000 5.000000 3.000000 9
0 9.000000 12.000000 2.000000 3.000000 9
0 9.000000 12.000000 -1.000000 3.000000 9
0 9.000000 12.000000 -4.000000 3.000000 9
0 9.000000 12.000000 -7.000000 3.000000 9
0 9.000000 9.000000 -7.000000 3.000000 9
0 9.000000 9.000000 -4.000000 3.000000 9
0 9.000000 9.000000 -1.000000 3.000000 9
0 9.000000 9.000000 2.000000 3.000000 9
0 6.000000 9.000000 -10.000000 3.000000 9
0 3.000000 9.000000 -10.000000 3.000000 9
0 0.000000 9.000000 -10.000000 3.000000 9
0 0.000000 6.000000 -10.000000 3.000000 9
0 3.000000 6.000000 -10.000000 3.000000 9
0 6.000000 6.000000 -10.000000 3.000000 9
0 -3.000000 6.000000 -7.000000 3.000000 9
0 -3.000000 6.000000 -4.000000 3.000000 9
0 -3.000000 6.000000 -1.000000 3.000000 9
0 -3.000000 6.000000 2.000000 3.000000 9
0 -3.000000 6.000000 5.000000 3.000000 9
0 -3.000000 9.000000 5.000000 3.000000 9
0 -3.000000 9.000000 2.000000 3.000000 9
0 -3.000000 9.000000 -1.000000 3.000000 9
0 -3.000000 9.000000 -4.000000 3.000000 9
0 -3.000000 9.000000 -7.000000 3.000000 9
0 -3.000000 12.000000 -7.000000 3.000000 9
0 -3.000000 12.000000 -4.000000 3.000000 9
0 -3.000000 12.000000 -1.000000 3.000000 9
0 -3.000000 12.000000 2.000000 3.000000 9
0 -3.000000 12.000000 5.000000 3.000000 9
0 -3.000000 15.000000 5.000000 3.000000 15
0 -3.000000 15.000000 2.000000 3.000000 15
0 -3.000000 15.000000 -1.000000 3.000000 15
0 -3.000000 15.000000 -4.000000 3.000000 15
0 -3.000000 15.000000 -7.000000 3.000000 15
0 -3.000000 15.000000 -10.000000 3.000000 15
0 0.000000 15.000000 -10.000000 3.000000 15
0 3.000000 15.000000 -10.000000 3.000000 15
0 6.000000 15.000000 -10.000000 3.000000 15
0 9.000000 15.000000 -10.000000 3.000000 15
0 9.000000 15.000000 -7.000000 3.000000 15
0 9.000000 15.000000 -4.000000 3.000000 15
0 9.000000 15.000000 -1.000000 3.000000 15
0 9.000000 15.000000 2.000000 3.000000 15
0 9.000000 15.000000 5.000000 3.000000 15
0 6.000000 15.000000 5.000000 3.000000 15
0 3.000000 15.000000 5.000000 3.000000 15
0 0.000000 15.000000 5.000000 3.000000 15
0 0.000000 15.000000 2.000000 3.000000 15
0 0.000000 15.000000 -1.000000 3.000000 15
0 0.000000 15.000000 -4.000000 3.000000 15
0 0.000000 15.000000 -7.000000 3.000000 15
0 3.000000 15.000000 -7.000000 3.000000 15
0 6.000000 15.000000 -7.000000 3.000000 15
0 6.000000 15.000000 -4.000000 3.000000 15
0 6.000000 15.000000 -1.000000 3.000000 15
0 6.000000 15.000000 2.000000 3.000000 15
0 3.000000 15.000000 2.000000 3.000000 15
0 3.000000 15.000000 -1.000000 3.000000 15
0 3.000000 15.000000 -4.000000 3.000000 15
0 6.000000 6.000000 5.000000 3.000000 16
0 6.000000 9.000000 5.000000 3.000000 16
0 6.000000 12.000000 5.000000 3.000000 18
0 3.000000 12.000000 5.000000 3.000000 9
0 3.000000 9.000000 5.000000 3.000000 9
0 3.000000 6.000000 5.000000 3.000000 9
0 0.000000 6.000000 5.000000 3.000000 9
0 0.000000 9.000000 5.000000 3.000000 9
0 0.000000 12.000000 5.000000 3.000000 9
0 -3.000000 15.000000 8.000000 3.000000 17
0 0.000000 15.000000 8.000000 3.000000 17
0 3.000000 15.000000 8.000000 3.000000 17
0 6.000000 15.000000 8.000000 3.000000 17
0 9.000000 15.000000 8.000000 3.000000 17
0 12.000000 15.000000 8.000000 3.000000 17
0 12.000000 15.000000 5.000000 3.000000 17
0 12.000000 15.000000 2.000000 3.000000 17
